Pollutant:, PM10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Units:, ug/m3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data is hour ending local standard time.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note:,Zeros are valid. -999 denotes no data available.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pollutant,NAPSID,City,P/T,Latitude,Longitude,Date,H01,H02,H03,H04,H05,H06,H07,H08,H09,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,H21,H22,H23,H24
PM10,10901,Marystown,NL,47.09899,-55.19852,20120101,7,16,11,12,18,19,17,14,13,12,12,13,10,5,3,4,4,4,5,5,5,5,4,3
PM10,10901,Marystown,NL,47.09899,-55.19852,20120102,4,3,1,2,6,3,4,6,4,4,1,4,10,12,9,9,11,9,8,16,13,14,19,18
PM10,10901,Marystown,NL,47.09899,-55.19852,20120103,8,20,4,17,25,21,26,26,22,22,19,15,12,20,22,19,9,11,8,5,8,11,13,11
PM10,10901,Marystown,NL,47.09899,-55.19852,20120104,6,5,6,9,9,6,5,4,3,4,3,1,2,3,28,30,31,21,-999,12,13,9,6,9
PM10,10901,Marystown,NL,47.09899,-55.19852,20120105,12,13,10,8,8,9,9,8,11,13,8,15,15,16,13,17,14,18,18,14,15,10,10,10
PM10,10901,Marystown,NL,47.09899,-55.19852,20120106,7,7,12,13,8,6,6,16,12,10,10,11,15,16,13,13,12,12,11,10,9,8,7,7
PM10,10901,Marystown,NL,47.09899,-55.19852,20120107,9,8,7,9,8,7,9,12,12,10,10,12,12,21,14,12,10,9,7,9,13,10,7,7
PM10,10901,Marystown,NL,47.09899,-55.19852,20120108,6,6,7,8,8,6,7,6,6,9,13,13,13,10,7,10,12,7,6,8,5,2,4,8
PM10,10901,Marystown,NL,47.09899,-55.19852,20120109,8,11,9,6,7,5,4,5,7,7,4,2,3,5,4,4,8,15,9,10,9,7,8,5
PM10,10901,Marystown,NL,47.09899,-55.19852,20120110,3,3,5,7,4,5,8,6,6,8,5,4,3,3,10,9,5,5,5,6,6,5,7,6
PM10,10901,Marystown,NL,47.09899,-55.19852,20120111,3,4,6,6,3,4,8,8,8,10,7,5,4,3,4,5,7,8,10,9,7,9,9,6
